name,score,genres,type,episodes,premiered,producers,licensors,studios,source,rating,popularity,favorites
Kero Kero Keroppi no Kyouryuu ga Deta,0,"Fantasy, Kids",OVA,1,unknown,Sanrio,unknown,unknown,unknown,G - All Ages,15100,0
Kero Kero Keroppi no Sora wo Tobetara,0,"Adventure, Kids",OVA,1,unknown,Sanrio,unknown,unknown,unknown,G - All Ages,15048,0
Kero Kero Keroppi no Sora Tobu Yume no Fune,0,"Fantasy, Kids",OVA,1,unknown,Sanrio,unknown,unknown,unknown,G - All Ages,14924,0
Kero Kero Keroppi no Sanjuushi,0,"Fantasy, Kids",Movie,1,unknown,Sanrio,unknown,unknown,unknown,G - All Ages,14854,0
Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,0,"Kids, Fantasy",TV,6,Fall 2006,Sanrio,unknown,unknown,unknown,G - All Ages,14647,0
Kero Kero Keroppi no Mitsubachi Daisoudou,0,"Fantasy, Kids",OVA,1,unknown,Sanrio,unknown,unknown,unknown,G - All Ages,15210,0
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,6.37,Hentai,OVA,4,unknown,unknown,unknown,PoRO,Visual novel,Rx - Hentai,6729,23
Shin Seikimatsu: Yatsuto no Souguu,0,"Comedy, Sci-Fi",ONA,5,unknown,CoMix Wave Films,unknown,unknown,unknown,PG - Children,14757,0
One Piece: Cry Heart,6.6,"Fantasy, Shounen",Special,3,unknown,Banpresto,unknown,unknown,Manga,PG-13 - Teens 13 or older,5880,7
Seiken Tsukai no World Break,6.91,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,Winter 2015,Sotsu,Funimation,Diomedéa,Light novel,R - 17+ (violence & profanity),615,831
Gohan Kaijuu Pap,0,"Action, Comedy, Kids",TV,0,Spring 2011,unknown,unknown,DLE,Original,G - All Ages,13972,0
Momoya x Peeping Life: Go en Desu yo! II,5.87,"Slice of Life, Comedy",ONA,5,unknown,CoMix Wave Films,unknown,unknown,unknown,PG - Children,12559,0
Kuroko no Basket 2nd Season NG-shuu,7.74,"Comedy, Sports",Special,9,unknown,unknown,unknown,Production I.G,Manga,PG-13 - Teens 13 or older,2271,166
Peeping Life: Gekijou Original-ban,5.52,"Comedy, Slice of Life",Movie,5,unknown,CoMix Wave Films,unknown,unknown,Original,PG - Children,12998,0
Appleseed Alpha,7.04,"Action, Adventure, Police, Mecha, Military, Sci-Fi, Seinen",Movie,1,unknown,"Sony Pictures Entertainment, Aniplex, Lucent Pictures Entertainment",unknown,Sola Digital Arts,Manga,R - 17+ (violence & profanity),4125,36
Shiroishi no Yousei Pichi,0,"Fantasy, Historical, Kids",ONA,3,unknown,unknown,unknown,Asahi Production,Original,PG - Children,14448,0
Terra Formars,7.04,"Action, Sci-Fi, Space, Horror, Drama, Seinen",TV,13,Fall 2014,"Warner Bros. Japan, SANZIGEN, Ultra Super Pictures, MAGES., Good Smile Company, Shueisha, Animatic",VIZ Media,LIDENFILMS,Manga,R - 17+ (violence & profanity),802,590
Terra Formars: Bugs 2-hen,7.19,"Action, Horror, Sci-Fi, Space",OVA,2,unknown,"Warner Bros. Japan, Ultra Super Pictures, MAGES., Good Smile Company, Animatic",unknown,LIDENFILMS,Manga,R - 17+ (violence & profanity),2872,18
Lady Jewelpet,7.39,"Fantasy, Magic, Romance, Shoujo",TV,52,Spring 2014,"TV Tokyo, Sotsu, MediaNet, Sanrio, Miracle Bus",unknown,"Studio Comet, Zexcs",Original,PG - Children,5384,82
Dragon Ball Z: Summer Vacation Special,6.62,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Special,1,unknown,unknown,unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,4921,5
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,6.53,"Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen",Special,1,unknown,unknown,unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,4513,6
Zettai Zetsumei Dangerous Jiisan (2005),0,"Comedy, Kids",TV,19,Spring 2005,unknown,unknown,unknown,unknown,PG - Children,14592,0
Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,0,"Kids, Comedy",OVA,1,unknown,unknown,unknown,unknown,unknown,G - All Ages,15358,0
Aldnoah.Zero,7.44,"Action, Military, Sci-Fi, Mecha",TV,12,Summer 2014,"Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11",Aniplex of America,"A-1 Pictures, TROYCA",Original,R - 17+ (violence & profanity),299,4020
Dragon Collection,6.24,"Fantasy, Shounen",TV,51,Spring 2014,Konami,unknown,OLM,Card game,PG-13 - Teens 13 or older,6783,7
Oreca Battle,5.91,Game,TV,51,Spring 2014,unknown,unknown,"Xebec, OLM",unknown,G - All Ages,8547,4
Brothers Conflict: Setsubou,6.55,"Harem, Romance, Shoujo",Special,1,unknown,unknown,Funimation,Brain's Base,Novel,PG-13 - Teens 13 or older,3769,22
Chikasugi Idol Akae-chan,0,"Comedy, Game, Parody",TV,12,Winter 2014,unknown,unknown,DLE,Game,PG-13 - Teens 13 or older,13750,0
X Maiden,0,"Slice of Life, Comedy, School",ONA,8,unknown,Lambert,unknown,unknown,Game,PG-13 - Teens 13 or older,11177,0
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.8,Comedy,OVA,1,unknown,unknown,unknown,J.C.Staff,Manga,PG-13 - Teens 13 or older,3200,23
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,7.49,"Drama, Mystery, Seinen, Supernatural",Special,1,unknown,unknown,Aniplex of America,ufotable,Manga,R - 17+ (violence & profanity),2756,35
Dragon Ball Kai (2014),7.69,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",TV,61,Spring 2014,unknown,Funimation,Toei Animation,Manga,PG-13 - Teens 13 or older,1164,684
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,6.32,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,unknown,unknown,unknown,ChuChu,Visual novel,PG-13 - Teens 13 or older,6078,14
Barakamon,8.41,"Comedy, Slice of Life",TV,12,Summer 2014,"VAP, Nippon Television Network",Funimation,Kinema Citrus,Web manga,PG-13 - Teens 13 or older,235,10827
Sora Iro Hana Iro,0,"Drama, Slice of Life",Movie,1,unknown,Tomoyasu Murata Company,unknown,unknown,unknown,PG - Children,15376,0
Yariman Fudousan,6.0,Hentai,OVA,2,unknown,"MS Pictures, AniMan",unknown,unknown,Manga,Rx - Hentai,7709,7
Kindaichi Shounen no Jikenbo Returns,7.53,"Mystery, Shounen",TV,25,Spring 2014,Yomiuri Telecasting,unknown,Toei Animation,Manga,R - 17+ (violence & profanity),4186,61
Aikatsu! Movie,7.41,"Slice of Life, Music, School, Shoujo",Movie,1,unknown,unknown,unknown,Sunrise,unknown,PG - Children,5979,34
Himitsukessha Taka no Tsume EX,0,"Comedy, Parody, Super Power",TV,38,Spring 2014,unknown,unknown,DLE,unknown,PG-13 - Teens 13 or older,12986,0
Magical★Taruruuto-kun Movie,0,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,13548,1
Abarenbou Rikishi!! Matsutarou,6.11,"Sports, Seinen",TV,23,Spring 2014,unknown,unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,5358,11
Himegoto,5.94,"Slice of Life, Comedy, Ecchi, School",TV,13,Summer 2014,unknown,unknown,Asahi Production,4-koma manga,PG-13 - Teens 13 or older,1448,296
Cross Road,7.4,"Slice of Life, School",Special,1,unknown,The Answer Studio,unknown,CoMix Wave Films,Original,G - All Ages,2097,107
Okashina Hotel,5.12,Dementia,Special,1,unknown,unknown,unknown,unknown,unknown,G - All Ages,10506,1
Suzu 3 Tarou,0,"Comedy, Kids",ONA,24,unknown,Avex Entertainment,unknown,unknown,unknown,G - All Ages,16128,0
Kara no Kyoukai: Mirai Fukuin - Manner Movie,6.1,Drama,Movie,1,unknown,Aniplex,Aniplex of America,ufotable,unknown,G - All Ages,5371,3
Nyamen,0,Comedy,TV,12,Winter 2014,"VAP, Nikkatsu, Nippon Television Network",unknown,unknown,unknown,G - All Ages,10490,0
Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,0,"Sports, Comedy",Movie,1,unknown,Shochiku,unknown,unknown,unknown,G - All Ages,14854,0
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,7.18,Comedy,Special,1,unknown,unknown,Sentai Filmworks,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,3112,7
Rokujouma no Shinryakusha!? (TV),7.18,"Harem, Comedy, Supernatural, School",TV,12,Summer 2014,"Genco, Showgate",Sentai Filmworks,SILVER LINK.,Light novel,PG-13 - Teens 13 or older,1000,385
Seireitsukai no Blade Dance,6.82,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",TV,12,Summer 2014,"Genco, Media Factory, Movic, AT-X, Showgate",Sentai Filmworks,TNK,Light novel,PG-13 - Teens 13 or older,499,915
Hyokkori Hyoutan Shima,0,"Adventure, Kids",Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,15157,0
Mon Cheri CoCo,0,"Romance, Shoujo",TV,13,Summer 1972,TBS,unknown,unknown,Manga,G - All Ages,11931,0
Love es M The Animation,6.4,Hentai,OVA,1,unknown,Pink Pineapple,unknown,unknown,Visual novel,Rx - Hentai,7656,8
Mugen Senshi Valis,5.59,"Action, Adventure, Fantasy",Special,1,unknown,Studio Fantasia,unknown,Sunrise,Game,PG-13 - Teens 13 or older,11737,2
Hana no Zundamaru: Junk,0,"Martial Arts, Comedy, Parody",ONA,3,unknown,CoMix Wave Films,unknown,unknown,Manga,G - All Ages,14362,0
Francesca,5.49,"Fantasy, Comedy",TV,24,Summer 2014,"Pony Canyon, Bandai Namco Games, Daiichikosho, HeART-BIT, Hokkaido Azmacy, Hokkaido Cultural Broadcasting, Teichiku Entertainment, Amuse",unknown,Telecom Animation Film,Original,PG-13 - Teens 13 or older,5186,6
Angel ga Tonda Hi,0,"Slice of Life, Comedy",Movie,1,unknown,E&G Films,unknown,unknown,unknown,G - All Ages,14648,0
Date A Live II: Kurumi Star Festival,7.92,"Slice of Life, Romance",OVA,1,unknown,unknown,Funimation,Production IMS,Light novel,PG-13 - Teens 13 or older,1157,2026
Sangokushi,0,"Action, Historical",Special,1,unknown,unknown,unknown,unknown,unknown,PG-13 - Teens 13 or older,14186,0
Kaibutsu-kun: Demon no Ken,0,"Comedy, Horror, Kids, Shounen",Movie,1,unknown,unknown,unknown,Shin-Ei Animation,unknown,G - All Ages,13622,0
Kaibutsu-kun: Kaibutsu Land e no Shoutai,0,"Comedy, Horror, Kids, Shounen",Movie,1,unknown,unknown,unknown,Shin-Ei Animation,unknown,G - All Ages,14107,0
Magical★Taruruuto-kun: Sukisuki Takoyaki!,0,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,13716,0
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,0,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,13665,0
Hipira-kun ONA,5.72,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,2,unknown,unknown,unknown,Sunrise,unknown,PG - Children,11206,0
Hipira-kun Special,5.75,"Comedy, Fantasy, Kids, Supernatural, Vampire",Special,1,unknown,unknown,unknown,Sunrise,unknown,PG - Children,11953,0
Obake no Q-Tarou: Susume! 1/100 Daisakusen,0,"Comedy, Kids, School, Slice of Life, Supernatural",Movie,1,unknown,unknown,unknown,Shin-Ei Animation,unknown,G - All Ages,15087,0
Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,0,"Comedy, Kids, School, Slice of Life",Movie,1,unknown,unknown,unknown,Shin-Ei Animation,unknown,G - All Ages,15106,0
Shisei Sasshin,0,Slice of Life,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,15707,0
Shin Skyers 5,0,"Action, Sci-Fi",TV,25,Fall 1971,Tele-Cartoon Japan,unknown,unknown,unknown,G - All Ages,13713,0
Nippon Tanjou,0,Historical,TV,5,Summer 1970,Nippon Television Network,unknown,Mushi Production,unknown,G - All Ages,14229,0
Manga Jinbutsushi,0,Historical,TV,365,Summer 1970,unknown,unknown,unknown,unknown,G - All Ages,14032,0
Tanoshii Bunmeishi: Tetsu Monogatari,0,"Historical, Slice of Life",Movie,1,unknown,unknown,unknown,Toei Animation,Original,G - All Ages,14278,0
Mogura no Motoro,0,Slice of Life,Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,14237,1
Ookami Shounen Ken (Movie),0,"Adventure, Kids",Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,14494,0
Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,0,"Adventure, Kids",Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,13963,0
Otoko Doahou! Koushien,0,"Action, Sports",TV,156,Fall 1970,unknown,unknown,unknown,unknown,G - All Ages,13281,1
Norakuro,0,Comedy,TV,26,Fall 1970,Fuji TV,unknown,Eiken,Manga,G - All Ages,13222,0
Hazedon,0,"Kids, Adventure, Comedy",TV,26,Fall 1972,Fuji TV,unknown,Sunrise,unknown,PG - Children,14799,0
Peaceful Times (F02) Petit Film,4.85,Music,Music,1,unknown,unknown,unknown,Khara,unknown,G - All Ages,7415,1
Popful Mail,5.77,"Comedy, Fantasy, Music",Music,1,unknown,Sega,unknown,Studio Fantasia,Game,PG-13 - Teens 13 or older,12838,0
Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,0,"Drama, Slice of Life",Movie,1,unknown,Gendai Production,unknown,unknown,unknown,G - All Ages,13294,0
Furueru Kuchibiru,6.71,Hentai,OVA,1,unknown,"Pashmina, Studio 1st",Kitty Media,unknown,Manga,Rx - Hentai,4634,48
Bakumatsu Rock,6.05,"Action, Music, Comedy, Historical, Shoujo",TV,12,Summer 2014,"Nihon Ad Systems, Marvelous AQL, NBCUniversal Entertainment Japan",Sentai Filmworks,Studio Deen,Game,PG-13 - Teens 13 or older,3213,49
Re Boot,7.05,"Drama, Music, School, Slice of Life",Music,1,unknown,unknown,unknown,unknown,unknown,G - All Ages,7776,5
Tennen Koi-iro Alcohol,6.84,Hentai,OVA,2,unknown,"BreakBottle, Media Bank",unknown,unknown,Manga,Rx - Hentai,5624,26
Ga no Iru Tokoro,4.46,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,10967,0
Nisou no Kuzu,5.06,Psychological,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,11606,0
Kangaeru Renshuu,4.31,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,12301,0
Yukidoke,4.0,"Dementia, Horror",Movie,1,unknown,unknown,unknown,unknown,Original,PG-13 - Teens 13 or older,7817,6
Shinsatsushitsu,4.51,"Dementia, Horror",Movie,1,unknown,unknown,unknown,unknown,Original,PG-13 - Teens 13 or older,9842,2
Heya/Keitai,5.6,"Fantasy, Music",Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,11327,1
Usagi ga Kowai,4.65,"Game, Dementia, Horror",Movie,1,unknown,unknown,unknown,unknown,Original,R - 17+ (violence & profanity),9755,3
Kaidan,5.13,Supernatural,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,11546,0
Tenkai Knights,6.45,"Action, Sci-Fi, Adventure, Comedy, Super Power, Kids, Mecha, Shounen",TV,52,Spring 2014,unknown,unknown,Bones,Original,G - All Ages,7689,28
Glasslip,5.44,"Romance, Slice of Life, Supernatural",TV,13,Summer 2014,"Sotsu, Lantis, Pony Canyon, Showgate, Infinite",Sentai Filmworks,P.A. Works,Original,PG-13 - Teens 13 or older,1021,214
Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,7.03,"Kids, Fantasy, Magic, Shoujo",Movie,1,unknown,Kinoshita Group Holdings,unknown,Toei Animation,Original,G - All Ages,8024,1
Kikansha Sensei,0,"Comedy, School, Slice of Life",Movie,1,unknown,unknown,unknown,unknown,Novel,G - All Ages,14712,1
Ponsuke no Haru,5.24,"Comedy, Kids",Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,12351,0
Kousagi Monogatari,0,"Comedy, Kids",Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,14917,0
Puchitto Gargantia: Marumaru no Gargantia,6.06,"Sci-Fi, Comedy, Mecha",Special,1,unknown,unknown,VIZ Media,Production I.G,unknown,PG-13 - Teens 13 or older,7976,0
Kuraibito,6.14,Hentai,OVA,1,unknown,unknown,unknown,PoRO,Visual novel,Rx - Hentai,6377,6
GO-GO Tamagotchi!,0,"Comedy, Fantasy, Kids",TV,50,Spring 2014,unknown,unknown,OLM,unknown,G - All Ages,12278,1
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,6.78,"Mystery, Comedy, Super Power",Special,1,unknown,DIVE II Entertainment,unknown,NAZ,unknown,PG-13 - Teens 13 or older,5628,7
Jinsei,6.49,"Comedy, School, Slice of Life",TV,13,Summer 2014,"VAP, Yomiuri Telecasting",Funimation,feel.,Light novel,PG-13 - Teens 13 or older,1999,63
Histoire d'Etty,0,"Kids, Slice of Life",Movie,1,unknown,unknown,unknown,unknown,unknown,G - All Ages,15651,0
Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,5.75,"Magic, Music, Shoujo",Music,1,unknown,"Yomiko Advertising, Ashi Production",unknown,unknown,Original,G - All Ages,12424,1
M3: Sono Kuroki Hagane,6.61,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,Spring 2014,"Sotsu, Magic Capsule, flying DOG, Happinet Pictures, Bandai Namco Games, Mobcast",unknown,"Satelight, C2C",Original,R - 17+ (violence & profanity),2221,80
PriPara,7.44,"Music, Slice of Life, School, Shoujo",TV,140,Summer 2014,TV Tokyo,unknown,"Tatsunoko Production, Dongwoo A&E",Game,PG - Children,4004,332
Girls & Panzer Heartful Tank Disc Picture Drama,6.58,"Military, School",Special,4,unknown,Lantis,unknown,Actas,Original,PG-13 - Teens 13 or older,6739,2
47 Todoufuken R,0,"Comedy, Kids",TV,12,Winter 2014,"Nippon Television Network, DandeLion Animation Studio",unknown,unknown,unknown,G - All Ages,12957,0
Shounen Hollywood: Holly Stage for 49,6.1,"Music, Slice of Life, Shoujo",TV,13,Summer 2014,unknown,Funimation,Zexcs,Novel,PG-13 - Teens 13 or older,4272,31
Hayate no Gotoku! OVA,7.15,"Romance, Comedy, Harem, Parody, Shounen",OVA,3,unknown,unknown,unknown,Manglobe,Manga,PG-13 - Teens 13 or older,4722,4
Kaze no Invitation,5.51,"Magic, Music",Music,1,unknown,unknown,unknown,Studio Pierrot,Original,G - All Ages,12329,0
Mahou Shoujo wa Kiss Shite Kawaru,5.05,Hentai,OVA,1,unknown,Schoolzone,unknown,unknown,Visual novel,Rx - Hentai,8829,2
Piano (TV) Specials,5.66,"Music, Slice of Life, Drama, Romance, Shoujo",Special,4,unknown,unknown,unknown,OLM,unknown,G - All Ages,11966,0
Kyoukai no Rinne,6.26,"Comedy, Supernatural",Special,1,unknown,unknown,unknown,unknown,unknown,G - All Ages,6518,6
Otogi Banashi: Bunbuku Chagama,0,Kids,Movie,1,unknown,unknown,unknown,unknown,Other,G - All Ages,14229,0
Itazura Post,0,Comedy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13553,0
Chamebou Kuukijuu no Maki,0,Comedy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13765,0
Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,0,Comedy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13602,0
Dekobou Shingachou: Meian no Shippai,5.64,Comedy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,11324,6
Chokin no Susume,0,Comedy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13439,0
Durarara!!x2 Shou,8.03,"Action, Mystery, Supernatural",TV,12,Winter 2015,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works",Aniplex of America,Shuka,Light novel,R - 17+ (violence & profanity),344,1008
Sengoku Basara: Judge End,6.87,"Action, Super Power, Martial Arts, Samurai, Historical",TV,12,Summer 2014,"VAP, Nippon Television Network",Funimation,Telecom Animation Film,Game,PG-13 - Teens 13 or older,3367,40
Sora no Method,6.77,"Drama, Fantasy, School, Slice of Life",TV,13,Fall 2014,"Bandai Visual, Sotsu, Lantis, Showgate, Good Smile Company, Infinite",Sentai Filmworks,Studio 3Hz,Original,PG-13 - Teens 13 or older,1549,291
Kantoku Fuyuki Todoki,5.93,"Comedy, Josei, Slice of Life",TV,13,Spring 2014,unknown,unknown,DLE,Manga,PG-13 - Teens 13 or older,5997,5
Yuru Yuri Nachuyachumi!,7.88,"Comedy, Shoujo Ai, Slice of Life",OVA,1,unknown,"Sotsu, Pony Canyon",unknown,TYO Animations,Manga,PG-13 - Teens 13 or older,2007,156
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,7.15,"Slice of Life, Comedy, Romance, Seinen",OVA,1,unknown,"DAX Production, TOHO animation, Ichijinsha",unknown,Doga Kobo,4-koma manga,PG-13 - Teens 13 or older,2505,14
Meshimase Lodoss-tou Senki: Sorette Oishii no?,5.62,Comedy,TV,13,Spring 2014,"Kadokawa Shoten, DAX Production",unknown,"Studio Deen, Studio Hibari",unknown,PG-13 - Teens 13 or older,8765,3
Shinmai Maou no Testament,6.8,"Action, Ecchi, Fantasy, Romance, Harem, Demons",TV,12,Winter 2015,"Kadokawa Shoten, AT-X, Nippon Columbia, Kadokawa Pictures Japan, KlockWorx, Mobcast","Funimation, Crunchyroll",Production IMS,Light novel,R+ - Mild Nudity,261,1660
Chuunibyou demo Koi ga Shitai! Ren Specials,7.11,Comedy,Special,7,unknown,unknown,unknown,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,2283,37
Go Go Toraemon,0,"Comedy, Sports",OVA,1,unknown,unknown,unknown,Studio Pierrot,Manga,0,14886,0
Oshaburi Announcer,6.81,Hentai,OVA,1,unknown,T-Rex,unknown,unknown,Visual novel,Rx - Hentai,6867,9
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.77,"Action, Military, Sci-Fi, Space, Drama",Movie,1,unknown,"Production I.G, Bandai Visual, OLM, AIC, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment",unknown,Xebec,Original,PG-13 - Teens 13 or older,4720,8
Gugure! Kokkuri-san,7.58,"Comedy, Supernatural, Shounen",TV,12,Fall 2014,"TV Tokyo, Frontier Works, Media Factory, Nihon Ad Systems, Sony Music Communications",Sentai Filmworks,TMS Entertainment,4-koma manga,PG-13 - Teens 13 or older,970,964
Gundam: G no Reconguista,5.76,"Action, Mecha, Sci-Fi, Space",TV,26,Fall 2014,"Sotsu, Mainichi Broadcasting System, Tohokushinsha Film Corporation",unknown,Sunrise,Original,PG-13 - Teens 13 or older,3269,52
Genroku Koi Moyou: Sankichi to Osayo,5.05,"Adventure, Romance",Movie,1,unknown,The National Film Center Japan,unknown,unknown,Original,G - All Ages,11980,1
Osaru no Tairyou,5.42,Slice of Life,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,12615,0
Hello!! Kiniro Mosaic,7.53,"Slice of Life, Comedy, School, Seinen",TV,12,Spring 2015,"Genco, flying DOG, Showgate",Sentai Filmworks,Studio Gokumi,4-koma manga,PG-13 - Teens 13 or older,1880,262
Shigatsu wa Kimi no Uso,8.74,"Drama, Music, Romance, School, Shounen",TV,22,Fall 2014,"Aniplex, Dentsu, Kodansha, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,Manga,PG-13 - Teens 13 or older,22,69557
Tsubu★Doll,0,Music,OVA,5,unknown,unknown,unknown,unknown,Original,0,8874,0
Saenai Heroine no Sodatekata,7.54,"Harem, Comedy, Romance, Ecchi, School",TV,12,Winter 2015,"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Cospa, Fujipacific Music, Good Smile Company, Kyoraku Industrial Holdings, Kansai Telecasting, Fujimi Shobo",Aniplex of America,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,287,3216
Gyakusatsu Kikan,7.17,"Military, Sci-Fi, Psychological",Movie,1,unknown,Twin Engine,Funimation,"Manglobe, Geno Studio",Novel,R+ - Mild Nudity,2678,111
